definition,[['train_oa', 'train_mIoU', 'train_loss'], ['valid_oa', 'valid_mIoU', 'valid_loss'], ['test_oa', 'test_mIoU', 'test_loss']]
0,[[55.805923862533234, 21.644417171087255, 0.9529708087444305], [55.049338144435715, 18.34977938147857, 1.269728183746338], [54.58300250311738, 18.19433416770579, 1.2544165054957073]]
1,[[61.8243698088698, 30.055640266230583, 0.8538341879844666], [55.049338144435715, 18.34977938147857, 0.9762125015258789]]
2,[[67.07267464586248, 36.519591800445305, 0.7628827810287476], [67.47452655515332, 38.36687718234459, 0.8892969489097595], [65.42402887341284, 37.482376166902085, 0.9510940313339233]]
3,[[69.87134126634318, 40.563990892519605, 0.7120625495910645], [61.675295989388204, 27.56811176631582, 0.8346459865570068]]
4,[[72.65944806246942, 45.30751366714144, 0.6295548409223556], [69.81120436789142, 39.22793174736446, 0.6819953322410583], [68.05263130173954, 38.524770269533285, 0.7191086014111837]]
5,[[77.28495765656541, 54.971042464928225, 0.5529894262552262], [74.4249475924091, 46.127963274027586, 0.6278673410415649], [72.02282432224246, 44.193925989344926, 0.6847061316172282]]
6,[[82.65533822095318, 65.11302226878838, 0.47437905073165887], [78.96728424061303, 57.71313862510229, 0.5767726898193359], [78.97434074261344, 59.25527099978837, 0.5712541341781616]]
7,[[85.65278634280853, 70.65390512534417, 0.40849795341491696], [80.10579227249579, 63.13446934350946, 0.5107666850090027], [79.26313412416569, 63.16041197524269, 0.5036353965600332]]
8,[[86.43501516644857, 71.79789754872733, 0.3769839286804199], [77.87536073398262, 60.47822168327906, 0.609463095664978]]
9,[[87.44919617650262, 74.2129794003138, 0.3517724871635437], [86.71689636522268, 73.47147445012139, 0.38605934381484985], [87.15048857532987, 74.14095365176121, 0.3799408972263336]]
10,[[88.47429874971186, 75.23182554132154, 0.33501570522785185], [58.230015041274676, 40.31792516052094, 0.9755927920341492]]
11,[[87.86282757405644, 73.86396384236201, 0.3592765718698502], [67.00108170846772, 37.89631292100941, 1.189180612564087]]
12,[[88.97700143060338, 76.4937576490478, 0.3216255784034729], [83.5655321887226, 69.9123598212374, 0.4194394052028656]]
13,[[88.33294649609758, 75.54105609466775, 0.3401027500629425], [70.60146346470432, 44.56076947172193, 0.9983178973197937]]
14,[[88.48273090394724, 75.41452748472805, 0.3273145258426666], [86.24710327157594, 72.18309654770397, 0.3921179175376892]]
15,[[89.5787923555169, 77.62250089892119, 0.2998460501432419], [79.67518150199564, 64.71739857947468, 0.5184395909309387]]
16,[[89.74445645497227, 78.16094837817643, 0.301446370780468], [76.69510428222327, 53.95132379484067, 0.6648935675621033]]
17,[[90.01648051425882, 78.24267737817571, 0.2898532390594482], [83.42686426927435, 67.44951606001611, 0.43657541275024414]]
18,[[91.011719253109, 80.35900910742585, 0.2667271688580513], [90.93427634098293, 81.47736187861507, 0.2905174195766449], [90.64477986129491, 80.43033505700583, 0.28400374452273053]]
19,[[91.08933742588822, 80.5869572474841, 0.26596235632896426], [57.96402924560704, 46.62741680335886, 1.0049089193344116]]
20,[[91.22355820215647, 80.92480790421214, 0.25873055011034013], [56.27272476046474, 42.48577507088677, 1.181404948234558]]
21,[[90.21972765382964, 78.35807535993335, 0.2874211847782135], [84.2796966478881, 66.98104180712228, 0.45760631561279297]]
22,[[91.04418827108978, 80.32654995014312, 0.26811183840036384], [72.40153097278753, 56.80130322421156, 0.6524730920791626]]
23,[[91.08828923716, 80.62430322004151, 0.2668519005179405], [84.19101826666088, 71.35860132990418, 0.41421523690223694]]
24,[[90.2993600052852, 79.1776213597435, 0.28331972658634186], [47.32143914600301, 31.640892584592034, 1.4445481300354004]]
25,[[91.20217603211768, 80.95573960672114, 0.2690518245100975], [81.84461889515718, 63.70630078384958, 0.5262826085090637]]
26,[[91.53659277790977, 81.33735757941842, 0.252464784681797], [88.84922405182726, 78.20649043314965, 0.30542030930519104]]
27,[[91.69478336882841, 81.65315041355099, 0.25191314667463305], [88.17340299956969, 76.79333607713127, 0.3592159152030945]]
28,[[91.37363207960938, 80.823024518085, 0.2590574651956558], [70.69458316719502, 42.73772961579519, 1.170175313949585]]
29,[[90.92590044225658, 79.99906145235398, 0.2660029098391533], [89.13721906175608, 77.45847264711303, 0.30074891448020935]]
30,[[91.43468250673666, 81.02730236727209, 0.2582091689109802], [88.80515627529086, 76.90153235189449, 0.3275131583213806]]
31,[[91.23533148150089, 80.95292288309157, 0.25965200513601305], [87.6302787570617, 74.87387588190639, 0.41504183411598206]]
32,[[91.88185512739193, 82.40710705154798, 0.24973324686288834], [84.74948974153484, 73.46000608660499, 0.3821987211704254]]
33,[[91.71965027455592, 82.14781271760164, 0.2545349374413491], [88.43479942993174, 75.61130322740081, 0.3215208649635315]]
34,[[91.05179594789008, 80.60557314363457, 0.26773590147495274], [76.86165382960328, 55.80361628954731, 0.6926504969596863]]
35,[[90.88770579135559, 80.29954209717793, 0.2672022536396981], [67.01030978709292, 41.288266663836914, 0.9043915271759033]]
36,[[90.68227178322645, 79.77209161229348, 0.28434632420539857], [82.13182433686138, 65.39546369502469, 0.5558091402053833]]
37,[[90.44597324960019, 79.65396852645834, 0.27998082339763636], [65.92184064144523, 49.51225057203745, 0.9696953892707825]]
38,[[90.72926436858955, 79.86845008643506, 0.2754360184073449], [87.33310501652171, 71.4053126853821, 0.3568519949913025]]
39,[[91.76649403364002, 81.90567392872858, 0.24232497066259384], [77.62082367757192, 65.91898698480924, 0.48315101861953735]]
40,[[91.9164117257815, 82.44412649763585, 0.24905051589012145], [88.77722529934505, 77.10644845066643, 0.3092193007469177]]
41,[[92.00030034318625, 82.52021979145867, 0.24257787615060805], [90.70614047208284, 81.2059129299359, 0.25687602162361145]]
42,[[91.97167105317722, 82.33065114717661, 0.24310657531023025], [88.97377843926049, 76.5832732153472, 0.3142523765563965]]
43,[[92.31096458783345, 83.17570049964841, 0.23405734300613404], [91.79974181119056, 83.10741111815138, 0.255584180355072], [90.85845338684553, 81.11673737635725, 0.2654101649920146]]
44,[[92.37964400708957, 83.2259811561428, 0.23488752990961076], [86.19647220917241, 70.85423005667326, 0.39982104301452637]]
45,[[92.1697896500471, 82.76969418208019, 0.23938565105199816], [81.51842852236254, 63.1242286682209, 0.5861342549324036]]
46,[[92.1003365375421, 82.61475637033926, 0.24031302928924558], [91.49457369237632, 82.52943863065342, 0.25720104575157166]]
47,[[92.38312175802119, 83.11044518147135, 0.2341899424791336], [76.52366928145344, 48.18930471970325, 0.8345931172370911]]
48,[[92.47308080222818, 83.39251171154085, 0.23254278153181077], [69.82788399663644, 53.75072487093056, 0.6526160836219788]]
49,[[92.6678105809655, 83.83956721505479, 0.22511581033468245], [88.84271011397418, 77.76983806702984, 0.30393892526626587], [90.71443525800807, 80.92216742718414, 0.2679334382216136]]
